Unnamed: 0,Date,Adj Close,Close,High,Low,Open,Volume,MA5,MA20,MA50,MA200,daily_return,drawdown,excess_return,momentum_5d,momentum_20d,roc_5d,roc_20d,volatility,ma_5_20_crossover,ma_20_50_crossover,RSI,volume_pressure,gap_percent,atr,future_5d_return
12,1980-04-02,2.259451628,3.237710953,3.291227102,3.237710953,0.0,6540.0,3.3046059608,,,,-0.008196725333920685,-4.724418432808031,-0.008276090413285765,-0.03968262718301474,,-3.968262718301474,,,0,0,50,21174.62963262,-100.0,1,-0.04347838331947562
13,1980-04-03,2.259451628,3.237710953,3.237710953,3.237710953,3.237710953,0.0,3.2778479576,,,,0.0,-4.724418432808031,-7.936507936507937e-05,-0.03968262718301474,,-3.968262718301474,,,0,0,50,0.0,0.0,1,-0.03968262718301474
14,1980-04-07,2.259451628,3.237710953,3.291227102,3.237710953,0.0,934.0,3.2591173650000003,,,,0.0,-4.724418432808031,-7.936507936507937e-05,-0.0281124984725325,,-2.81124984725325,,,0,0,50,3024.022030102,-100.0,1,-0.03968262718301474
15,1980-04-08,2.259451628,3.237710953,3.291227102,3.237710953,0.0,44846.0,3.243062544,,,,0.0,-4.724418432808031,-7.936507936507937e-05,-0.02419363065136504,,-2.419363065136504,,,0,0,50,145198.385398238,-100.0,1,-0.06923093008549064
16,1980-04-09,2.334143877,3.344743013,3.398258924,3.344743013,0.0,42044.0,3.2591173650000003,,,,0.03305794172294041,-1.5748038097405437,0.03297857664357533,0.024590249520612062,,2.459024952061206,,,0,0,50,140626.37523857199,-100.0,1,-0.03846162041474133
17,1980-04-10,2.362153769,3.384880066,3.438395977,3.384880066,0.0,35503.0,3.2885511876000004,,,,0.012000040913158205,-0.39369742857180423,0.011920675833793125,0.04545467928927871,,4.545467928927871,,,0,0,50,120173.396983198,-100.0,1,-0.01171878872927723
18,1980-04-11,2.352816343,3.371500969,3.425017118,3.371500969,0.0,59795.0,3.3153091908,,,,-0.00395260592373381,-0.7874018901568469,-0.004031971003098889,0.04132240893092476,,4.132240893092476,,,0,0,50,201598.90044135498,-100.0,1,-0.015625074899260682
19,1980-04-14,2.352816343,3.371500969,3.371500969,3.371500969,3.371500969,0.0,3.3420671939999997,,,,0.0,-0.7874018901568469,-7.936507936507937e-05,0.04132240893092476,,4.132240893092476,,,0,0,50,0.0,0.0,1,-0.015625074899260682
21,1980-04-16,2.427510023,3.47853303,3.532048941,3.47853303,0.0,61664.0,3.3902316094,3.3273502827000003,,,0.031746116042715045,0.0,0.03166675096334996,0.07438035096272522,,7.438035096272522,,,1,0,50,214500.26076191998,-100.0,1,-0.0038313847625929265
22,1980-04-17,2.427510023,3.47853303,3.47853303,3.47853303,3.47853303,0.0,3.4169896127999997,3.3367155791000003,,,0.0,0.0,-7.936507936507937e-05,0.04000008864059179,0.05691066650678045,4.000008864059179,5.691066650678045,0.013112880516401908,1,0,50,0.0,0.0,1,-0.011406881311585293
23,1980-04-18,2.390162706,3.425017118,3.47853303,3.425017118,0.0,1869.0,3.4250170232,3.3427361369499997,,,-0.015384620913028946,-1.5384620913028946,-0.015463985992394026,0.011857747163086518,0.03643737208643261,1.1857747163086518,3.6437372086432607,0.013725108552737984,1,0,50,6401.356993542,-100.0,1,-0.03396230827686586
24,1980-04-21,2.390162706,3.425017118,3.47853303,3.425017118,0.0,5606.0,3.4357202530000004,3.3487566948,,,0.0,-1.5384620913028946,-7.936507936507937e-05,0.015873093168907726,0.03643737208643261,1.5873093168907726,3.6437372086432607,0.013725108552737984,1,0,50,19200.645963508,-100.0,1,-0.04477619788517073
25,1980-04-22,2.390162706,3.425017118,3.425017118,3.425017118,3.425017118,0.0,3.4464234828,3.35477725265,,,0.0,-1.5384620913028946,-7.936507936507937e-05,0.015873093168907726,0.03643737208643261,1.5873093168907726,3.6437372086432607,0.013725108552737984,1,0,50,0.0,0.0,1,-0.05882361039536532
26,1980-04-23,2.436846018,3.491911888,3.545428038,3.491911888,0.0,24292.0,3.4490992544,3.36012884375,,,0.019531222091836664,0.0,0.019451857012471586,0.0038461207309565815,0.031620565548274415,0.38461207309565815,3.1620565548274415,0.013352197688063071,1,0,50,84825.523583296,-100.0,1,-0.043956184514626795
27,1980-04-24,2.455519438,3.518670082,3.572185993,3.518670082,0.0,934.0,3.4571266647999996,3.36614940165,,,0.007662906412946535,0.0,0.007583541333581456,0.011538499607117503,0.035433191140793685,1.1538499607117503,3.5433191140793685,0.013411641857615257,1,0,50,3286.4378565879997,-100.0,1,-0.040146028433403536
28,1980-04-25,2.474192381,3.545428038,3.598943949,3.545428038,0.0,9343.0,3.4812088488,3.3748457551,,,0.007604565184125223,0.0,0.007525200104760143,0.03515629728306657,0.05158742963422225,3.5156297283066573,5.158742963422225,0.013268207528020005,1,0,50,33124.934159034,-100.0,1,-0.03284675633938394
29,1980-04-28,2.502202272,3.58556509,3.639081001,3.58556509,0.0,2803.0,3.5133184432,3.3855489611500005,,,0.011320791613822045,0.0,0.011241426534456965,0.04687508601234369,0.06349223178882601,4.687508601234369,6.3492231788826015,0.01339230746829437,1,0,50,10050.33894727,-100.0,1,-0.028985514679973345
30,1980-04-29,2.539548874,3.639081001,3.692596912,3.639081001,0.0,74744.0,3.5561312198,3.4009348154000003,,,0.01492537707633712,0.0,0.01484601199697204,0.0625000914229008,0.09236969984638566,6.2500091422900805,9.236969984638566,0.013144605057058067,1,0,50,271999.470338744,-100.0,1,-0.035460819145771705
31,1980-04-30,2.548885345,3.652460098,3.705975056,3.652460098,0.0,3737.0,3.5882408618,3.4176585674,,,0.0036765043142275022,0.0,0.003597139234862423,0.04597716527491036,0.10080667457906323,4.597716527491036,10.080667457906323,0.012993719433812072,1,0,50,13649.243386226,-100.0,1,-0.03191468668611963
32,1980-05-01,2.558222532,3.665838957,3.719353914,3.665838957,0.0,934.0,3.6176746368000003,3.4377270698499998,,,0.0036629719808098926,0.0,0.0035836069014448134,0.04182514176388774,0.12295110179067459,4.182514176388774,12.295110179067459,0.012026048213414794,1,0,50,3423.893585838,-100.0,1,-0.035211094699530876
33,1980-05-02,2.558222532,3.665838957,3.665838957,3.665838957,3.665838957,0.0,3.6417568206,3.45913347005,,,0.0,0.0,-7.936507936507937e-05,0.03396230799481259,0.1322316940007584,3.396230799481259,13.22316940007584,0.0116549223970687,1,0,50,0.0,0.0,1,-0.05517225313671237
34,1980-05-05,2.576895475,3.692596912,3.746112108,3.692596912,0.0,14015.0,3.6631631849999997,3.4818777680000004,,,0.007299271821230802,0.0,0.007219906741865722,0.02985075415267402,0.14049616089988248,2.985075415267402,14.049616089988248,0.011561415608911225,1,0,50,51751.745721679996,-100.0,1,-0.04827569858811631
35,1980-05-06,2.632913351,3.772870064,3.826385975,3.772870064,0.0,5606.0,3.6899209976000003,3.5086357235500003,,,0.02173894251471986,0.0,0.021659577435354783,0.036764519108872795,0.16528934137994367,3.6764519108872795,16.528934137994366,0.011918931776576373,1,0,50,21150.709578784,-100.0,1,-0.027586218709861443
36,1980-05-07,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0.0,3.7140029908,3.5353936790999994,,,0.0,0.0,-7.936507936507937e-05,0.03296681216748509,0.16528934137994367,3.2966812167485093,16.528934137994366,0.011918931776576373,1,0,50,0.0,0.0,1,-0.003533538939360814
38,1980-05-09,2.651587486,3.799628019,3.85314393,3.799628019,0.0,15883.0,3.7407608031999997,3.5581379294,,,0.007092201572304058,0.0,0.007012836492938978,0.03649616460770244,0.13599998691439086,3.649616460770244,13.599998691439087,0.01032396405937085,1,0,50,60349.491825777,-100.0,1,-0.0069930101601942685
39,1980-05-12,2.707607031,3.879901886,3.933418036,3.879901886,0.0,41109.0,3.783573389,3.5828890204000006,,,0.021126769936054668,0.0,0.02104740485668959,0.05839398061697221,0.14624501026560144,5.839398061697221,14.624501026560143,0.010774262357153485,1,0,50,159498.886631574,-100.0,1,-0.006849378612945545
41,1980-05-14,2.707607031,3.879901886,3.933418036,3.879901886,0.0,7474.0,3.8210343838,3.60830906625,,,0.0,0.0,-7.936507936507937e-05,0.050724457194692985,0.15079364404002926,5.0724457194692985,15.079364404002927,0.010599502771110691,1,0,50,28998.386695964,-100.0,1,-0.013605507858610921
42,1980-05-15,2.707607031,3.879901886,3.879901886,3.879901886,3.879901886,0.0,3.8424407482,3.6337291121,,,0.0,0.0,-7.936507936507937e-05,0.02836880681931686,0.15079364404002926,2.836880681931686,15.079364404002927,0.010599502771110691,1,0,50,0.0,0.0,1,-0.013605507858610921
43,1980-05-16,2.642250299,3.786248922,3.839765072,3.786248922,0.0,55124.0,3.8451165198,3.6491149067000004,,,-0.024137972235311334,-2.4137972235311334,-0.024217337314676412,0.003546069112652095,0.08846139718845802,0.3546069112652095,8.846139718845802,0.011113966801373885,1,0,50,208713.185576328,-100.0,1,-0.04713818277382342
44,1980-05-19,2.670259953,3.826385975,3.879901886,3.826385975,0.0,29898.0,3.850468111,3.6665075539499994,,,0.010600743328518014,-1.3793109354930722,0.010521378249152934,0.007042256733079455,0.0999998970830529,0.7042256733079455,9.99998970830529,0.011150523720582055,1,0,50,114401.28788055,-100.0,1,-0.046666742633301284
45,1980-05-20,2.726279736,3.90666008,3.960175991,3.90666008,0.0,934.0,3.8558197497999998,3.69058970205,,,0.02097909241892415,0.0,0.02089972733955907,0.006896616148091894,0.14062497949827768,0.6896616148091894,14.062497949827769,0.010632523414187819,1,0,50,3648.82051472,-100.0,1,-0.013513518369290045
46,1980-05-21,2.744953394,3.933418036,3.986933947,3.933418036,0.0,5606.0,3.8665229798,3.7160097479499994,,,0.006849317691341117,0.0,0.006769952611976038,0.013793170954426559,0.14843748234954068,1.379317095442656,14.843748234954068,0.010516590861713249,1,0,50,22050.741509815998,-100.0,1,-0.0033898014920248354
47,1980-05-22,2.744953394,3.933418036,3.986933947,3.933418036,0.0,3737.0,3.8772262098,3.74142979385,,,0.0,0.0,-7.936507936507937e-05,0.013793170954426559,0.14843748234954068,1.379317095442656,14.843748234954068,0.010516590861713249,1,0,50,14699.183200532,-100.0,1,-0.006756759058388018
48,1980-05-23,2.772963047,3.973555088,4.027070999,3.973555088,0.0,13080.0,3.9146874429999996,3.7655119538499995,,,0.010204115512933543,0.0,0.010124750433568462,0.049470114051840985,0.13793108630695206,4.9470114051840985,13.793108630695205,0.010131237002612281,1,0,50,51974.10055104,-100.0,1,0.0033784097046205552
49,1980-05-27,2.800973415,4.013691902,4.067207813,4.013691902,0.0,5606.0,3.9521486284,3.7902630448499997,,,0.010100983404309982,0.0,0.010021618324944902,0.048951132537014885,0.14068435188974338,4.8951132537014885,14.068435188974338,0.01016020920398816,1,0,50,22500.756802612,-100.0,1,0.010100983404309982
50,1980-05-28,2.763626575,3.960175991,4.013691902,3.960175991,0.0,4672.0,3.9628518106,3.8110004425,,,-0.013333338060485755,-1.3333338060485755,-0.013412703139850836,0.013698635126708991,0.11698106647623918,1.3698635126708991,11.698106647623918,0.011092817578362404,1,0,50,18501.942229952,-100.0,1,-0.0033670344826486343
52,1980-05-30,2.754289627,3.946796894,4.000312805,3.946796894,0.0,6540.0,3.9655275822,3.8290620327000005,,,-0.0033784097046205552,-1.6666702286407653,-0.0034577747839856345,0.0034013313300422787,0.10074612925239079,0.34013313300422787,10.07461292523908,0.011180805852171181,1,0,50,25812.05168676,-100.0,1,-0.013377931579028113
53,1980-06-02,2.763626575,3.960175991,4.013691902,3.960175991,0.0,934.0,3.9708791732,3.8451167822000003,,,0.003389862047459058,-1.3333338060485755,0.0033104969680939787,0.0068027234214878,0.08823518627691018,0.68027234214878,8.82351862769102,0.010929516640930254,1,0,50,3698.804375594,-100.0,1,-0.019867614521330346
54,1980-06-03,2.763626575,3.960175991,4.013691902,3.960175991,0.0,18686.0,3.9682033538,3.86050257685,3.57887515544,,0.0,-1.3333338060485755,-7.936507936507937e-05,-0.0033670344826486343,0.08424894036994335,-0.3367034482648634,8.424894036994335,0.010971279153212148,1,1,50,73999.848567826,-100.0,1,-0.023102404551656353
55,1980-06-04,2.772963047,3.973555088,4.027070999,3.973555088,0.0,8409.0,3.960175991,3.8758883834000004,3.59252171516,,0.0033784097046205552,-0.9999973834563636,0.003299044625255476,-0.009999973834563636,0.08394153005887217,-0.9999973834563636,8.394153005887217,0.010972073510794546,1,1,50,33413.624734992,-100.0,1,-0.019802044234773053
56,1980-06-05,2.772963047,3.973555088,3.973555088,3.973555088,3.973555088,0.0,3.9628518104,3.89127418995,3.6059006977,,0.0,-0.9999973834563636,-7.936507936507937e-05,0.0033784097046205552,0.08394153005887217,0.3378409704620555,8.394153005887217,0.010972073510794546,1,1,50,0.0,0.0,1,-0.019802044234773053
57,1980-06-06,2.791636705,4.000312805,4.053829193,4.000312805,0.0,2803.0,3.9735549925999996,3.9066599845999996,3.6198148345799996,,0.00673394892166157,-0.33333642259220087,0.006654583842296491,0.013559327332337778,0.08333319350400847,1.3559327332337778,8.333319350400847,0.010964110889053903,1,1,50,11212.876792415,-100.0,1,-0.013201441267532976
58,1980-06-09,2.819646597,4.040450096,4.093966007,4.040450096,0.0,8409.0,3.9896098136,3.9200389861999994,3.63453171728,,0.010033538114777363,0.0,0.009954173035412283,0.020270337778531378,0.07092214347724202,2.0270337778531378,7.092214347724202,0.0102610133062731,1,1,50,33976.144857264,-100.0,1,-0.006578891030469158
59,1980-06-10,2.828983068,4.053829193,4.107345104,4.053829193,0.0,2803.0,4.008340454000001,3.9340869426500005,3.64791069982,,0.0033112887629143106,0.0,0.0032319236835492314,0.023648747483152155,0.07446827593689442,2.3648747483152155,7.446827593689442,0.010228536753351817,1,1,50,11362.883227979,-100.0,1,0.0033112887629143106
60,1980-06-11,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0.0,4.024395275,3.9467970013500002,3.6610221052000003,,0.0,0.0,-7.936507936507937e-05,0.020202086852256107,0.06690159476897994,2.0202086852256107,6.690159476897994,0.010225767325279397,1,1,50,0.0,0.0,1,0.0033112887629143106
61,1980-06-12,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0.0,4.040450096000001,3.9554933667,3.67466866968,,0.0,0.0,-7.936507936507937e-05,0.020202086852256107,0.0448277590800914,2.0202086852256107,4.48277590800914,0.009339333974469942,1,1,50,0.0,0.0,1,0.0033112887629143106
62,1980-06-13,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0.0,4.0511533736,3.96418973205,3.6883152341600005,,0.0,0.0,-7.936507936507937e-05,0.013378050819703446,0.0448277590800914,1.3378050819703446,4.48277590800914,0.009339333974469942,1,1,50,0.0,0.0,1,0.0033112887629143106
63,1980-06-16,2.838319063,4.067207813,4.120724201,4.067207813,0.0,7474.0,4.056504917,3.9735550284,3.7030321121,,0.003300242650356555,0.0,0.003220877570991476,0.006622459469673769,0.04827594421288417,0.6622459469673769,4.827594421288417,0.009326883998584688,1,1,50,30398.311194361995,-100.0,1,0.006622459469673769
64,1980-06-17,2.819646597,4.040450096,4.093966007,4.040450096,0.0,934.0,4.0538290975999995,3.9862650871,3.71748141286,,-0.006578891030469158,-0.6578891030469158,-0.006658256109834238,-0.0033003603168834106,0.06713799838224155,-0.33003603168834106,6.713799838224155,0.007304321384913787,1,1,50,3773.780389664,-100.0,1,0.07092214347724202
65,1980-06-18,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0.0,4.0511532782,3.99696829315,3.7330010366199997,,0.0,-0.6578891030469158,-7.936507936507937e-05,-0.0033003603168834106,0.05594420489689367,-0.33003603168834106,5.594420489689367,0.0071275809488360355,1,1,50,0.0,0.0,1,0.07092214347724202
66,1980-06-19,2.819646597,4.040450096,4.093966007,4.040450096,0.0,1869.0,4.0484774588,4.0036577939499995,3.7490558194799997,,0.0,-0.6578891030469158,-7.936507936507937e-05,-0.0033003603168834106,0.03424664886636353,-0.33003603168834106,3.4246648866363527,0.005705407059564324,1,1,50,7551.601229424,-100.0,1,0.04209813335637702
67,1980-06-20,2.819646597,4.040450096,4.093966007,4.040450096,0.0,1869.0,4.0458016394,4.009009396950001,3.76511060234,,0.0,-0.6578891030469158,-7.936507936507937e-05,-0.0033003603168834106,0.02721095470158663,-0.33003603168834106,2.721095470158663,0.00558436810305505,1,1,50,7551.601229424,-100.0,1,0.04209813335637702
68,1980-06-23,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0.0,4.040450096,4.01436099995,3.7811653852,,0.0,-0.6578891030469158,-7.936507936507937e-05,-0.006578891030469158,0.02721095470158663,-0.6578891030469158,2.721095470158663,0.00558436810305505,1,1,50,0.0,0.0,1,0.0772250194023405
69,1980-06-24,2.632913351,3.772870064,3.826385975,3.772870064,0.0,1869.0,3.9869340895999996,4.0043267487500005,3.7918685674200003,,-0.0662253030336647,-7.236850501201564,-0.06630466811302978,-0.0662253030336647,-0.050505157108822196,-6.622530303366469,-5.05051571088222,0.015877338768495442,-1,1,50,7051.494149616,-100.0,1,0.01731599895949887
70,1980-06-25,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0.0,3.9334180832000003,3.9922856568499996,3.80043110844,,0.0,-7.236850501201564,-7.936507936507937e-05,-0.0662253030336647,-0.06000008069378704,-6.622530303366469,-6.000008069378704,0.015615126424976263,-1,1,50,0.0,0.0,1,0.01731599895949887
71,1980-06-26,2.705738544,3.877226114,3.933418036,3.877226114,0.0,890.0,3.9007732868,3.988138163,3.8102780294,,0.02765959289076636,-4.6710595507994945,0.027580227811401282,-0.04039747506387714,-0.02094600775029043,-4.039747506387714,-2.094600775029043,0.016826412432188707,-1,1,50,3450.73124146,-100.0,1,0.04942970859943818
72,1980-06-27,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,0.0,3.8681284904,3.984659624,3.8203925322999996,,0.0,-4.6710595507994945,-7.936507936507937e-05,-0.04039747506387714,-0.017627149779549933,-4.039747506387714,-1.7627149779549933,0.01681737617683673,-1,1,50,0.0,0.0,1,0.05747107530007134
73,1980-06-30,2.617509604,3.750794888,3.806987047,3.750794888,0.0,8008.0,3.8101974487999994,3.9741905688499997,3.8279784106799997,,-0.032608680093089815,-7.779610473520682,-0.032688045172454896,-0.07168884681604037,-0.05287166617742356,-7.1688846816040375,-5.287166617742356,0.018219004906374372,-1,1,50,30036.365463104,-100.0,1,0.0269228923414786
74,1980-07-01,2.588098526,3.708651066,3.764842987,3.708651066,0.0,890.0,3.7973536492,3.9616143226,3.8325807714,,-0.011235970843095688,-8.815796081379123,-0.011315335922460769,-0.01702125885881034,-0.06351357252092382,-1.702125885881034,-6.351357252092383,0.018309253560154053,-1,1,50,3300.6994487399998,-100.0,1,-0.05714291436680652
75,1980-07-02,2.588098526,3.708651066,3.764842987,3.708651066,0.0,3559.0,3.7845098496,3.9483691215,3.83718313212,,0.0,-8.815796081379123,-7.936507936507937e-05,-0.01702125885881034,-0.06666675461477833,-1.702125885881034,-6.666675461477833,0.018261748573298056,-1,1,50,13199.089143894,-100.0,1,-0.05714291436680652
76,1980-07-03,2.578295469,3.694602966,3.750794888,3.694602966,0.0,3559.0,3.7479852199999995,3.9344215153999995,3.84257484908,,-0.0037879271330725217,-9.161195201510086,-0.003867292212437601,-0.04710149540687836,-0.07020215293917165,-4.710149540687835,-7.020215293917165,0.01824557055413317,-1,1,50,13149.091955994001,-100.0,1,-0.0295204789542326
77,1980-07-07,2.558688641,3.666507959,3.694602966,3.666507959,0.0,890.0,3.705841589,3.9177312731000002,3.8474046658999996,,-0.007604337261282845,-9.851964109609646,-0.0076837023406479245,-0.05434765701157662,-0.08344468602124733,-5.434765701157662,-8.344468602124733,0.018104683223205683,-1,1,50,3263.19208351,-100.0,1,-0.029739710780926187
78,1980-07-08,2.548885345,3.652460098,3.694602966,3.652460098,0.0,9788.0,3.686174631,3.8983317732000002,3.8519535255,,-0.0038314006561794844,-10.197357353473379,-0.003910765735544564,-0.026217053434354542,-0.09602642992277155,-2.6217053434354542,-9.602642992277154,0.017794303322825222,-1,1,50,35750.279439224,-100.0,1,-0.033457166689705
80,1980-07-10,2.744953394,3.933418036,3.975562096,3.933418036,0.0,5339.0,3.7311280249999994,3.89231121535,3.86078364846,,0.0769229315205513,-3.289474822810079,0.07684356644118621,0.060606124976439135,-0.029703066228819353,6.0606124976439135,-2.9703066228819353,0.025515533226834374,-1,1,50,21000.518894204,-100.0,1,0.03321024932292094
81,1980-07-11,2.744953394,3.933418036,3.933418036,3.933418036,3.933418036,0.0,3.7760814189999996,3.8862906574999996,3.86907860754,,0.0,-3.289474822810079,-7.936507936507937e-05,0.060606124976439135,-0.029703066228819353,6.0606124976439135,-2.9703066228819353,0.025515533226834374,-1,1,50,0.0,0.0,1,0.04089214148870224
82,1980-07-14,2.656723261,3.806987047,3.849129915,3.806987047,0.0,7118.0,3.7985582352000002,3.8739485502,3.87430978772,,-0.032142779598522186,-6.398019918437836,-0.03222214467788727,0.030418446050692438,-0.06089110671614839,3.041844605069244,-6.089110671614839,0.026431835813828613,-1,-1,50,27098.133800546,-100.0,1,0.01119410826574252
83,1980-07-15,2.637116671,3.778891087,3.806987047,3.778891087,0.0,1780.0,3.8210348607999998,3.8602016448999996,3.87817630766,,-0.00738010391239452,-7.088812257845644,-0.007459468991759599,0.030651270706814726,-0.067821827933637,3.0651270706814726,-6.782182793363701,0.026442104778681162,-1,-1,50,6726.426134859999,-100.0,1,0.0037313906711402556
84,1980-07-16,2.637116671,3.778891087,3.778891087,3.778891087,3.778891087,0.0,3.8463210586,3.8457858086,3.88097250938,,0.0,-7.088812257845644,-7.936507936507937e-05,0.03461529643245931,-0.07088812257845645,3.461529643245931,-7.088812257845644,0.026409842969598665,1,-1,50,0.0,0.0,1,0.015094468046408238
85,1980-07-17,2.656723261,3.806987047,3.835083008,3.806987047,0.0,4449.0,3.8210348607999998,3.83411265615,3.88406304836,,0.00743497479899724,-6.398019918437836,0.007355609719632161,-0.032142779598522186,-0.057781445990664704,-3.2142779598522186,-5.77814459906647,0.02650513811915142,-1,-1,50,16937.285372103,-100.0,1,0.022641669834934763
86,1980-07-18,2.637116671,3.778891087,3.806987047,3.778891087,0.0,890.0,3.790129471,3.8210347057,3.88632409096,,-0.00738010391239452,-7.088812257845644,-0.007459468991759599,-0.039285666457446466,-0.06473511682743971,-3.9285666457446466,-6.473511682743971,0.0265178202362531,-1,-1,50,3363.2130674299997,-100.0,1,0.01893950650788989
87,1980-07-21,2.627312899,3.764842987,3.792938948,3.764842987,0.0,2669.0,3.7817006589999997,3.8072543502499996,3.8883041715599997,,-0.003717519154846083,-7.434211377976608,-0.003796884234211162,-0.011070187389581543,-0.06821198194548861,-1.1070187389581543,-6.821198194548861,0.026508646319753276,-1,-1,50,10048.365932303,-100.0,1,0.02290086130907154
88,1980-07-22,2.627312899,3.764842987,3.764842987,3.764842987,3.764842987,0.0,3.778891039,3.7934739948000002,3.88974909306,,0.0,-7.434211377976608,-7.936507936507937e-05,-0.003717519154846083,-0.06821198194548861,-0.3717519154846083,-6.821198194548861,0.026508646319753276,-1,-1,50,0.0,0.0,1,0.02290086130907154
89,1980-07-23,2.59790206,3.722698927,3.764842987,3.722698927,0.0,890.0,3.767652607,3.77758643635,3.88874567032,,-0.01119410826574263,-8.47040283751539,-0.01127347334510771,-0.014870013108689406,-0.07864251790031263,-1.4870013108689406,-7.864251790031263,0.02655577481643312,-1,-1,50,3313.20204503,-100.0,1,0.011450398322456312
90,1980-07-24,2.59790206,3.722698927,3.722698927,3.722698927,3.722698927,0.0,3.750794983,3.7750778794999995,3.88774224758,,0.0,-8.47040283751539,-7.936507936507937e-05,-0.022140374779163197,-0.013297870361008046,-2.2140374779163197,-1.3297870361008046,0.022113564200892843,-1,-1,50,0.0,0.0,1,0.011450398322456312
91,1980-07-25,2.588098526,3.708651066,3.736747026,3.708651066,0.0,890.0,3.7367469788000003,3.7718669296000003,3.8859227085200003,,-0.0037735689282080154,-8.815796081379123,-0.0038529340075730946,-0.01858746901746844,-0.01702125885881034,-1.8587469017468439,-1.702125885881034,0.022125678236736807,-1,-1,50,3300.6994487399998,-100.0,1,0.0
92,1980-07-28,2.568491459,3.680555105,3.722698927,3.680555105,0.0,3559.0,3.7198894023999998,3.7620333791499996,3.8819357729,,-0.007575789822228618,-9.506588445373831,-0.007655154901593697,-0.02238815331503763,-0.050724668414321994,-2.238815331503763,-5.072466841432199,0.021135024575003446,-1,-1,50,13099.095618694999,-100.0,1,-0.015037657248141545
93,1980-07-29,2.568491459,3.680555105,3.680555105,3.680555105,3.680555105,0.0,3.703031826,3.7521998287000002,3.87794883728,,0.0,-9.506588445373831,-7.936507936507937e-05,-0.02238815331503763,-0.050724668414321994,-2.238815331503763,-5.072466841432199,0.021135024575003446,-1,-1,50,0.0,0.0,1,-0.007575789822228618
